cde_Pays;pays;cde_depense;depense_cat;depense_cat_courte;depense;depense_courte;annee;montant
DEU;Allemagne;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2008;11,321
DEU;Allemagne;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2008;1,001
DEU;Allemagne;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2008;0,019
DEU;Allemagne;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2008;1,751
DEU;Allemagne;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2008;21,444
DEU;Allemagne;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2008;17,875
DEU;Allemagne;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2008;23,279
DEU;Allemagne;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2008;11,274
DEU;Allemagne;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2008;169,782
DEU;Allemagne;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2008;26,548
DEU;Allemagne;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2008;35,717
DEU;Allemagne;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2008;4,01
DEU;Allemagne;GF07;07 - Sante;Sante;07 - Sante;Sante;2008;164,901
DEU;Allemagne;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2008;37,692
DEU;Allemagne;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2008;18,404
DEU;Allemagne;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2008;4,179
DEU;Allemagne;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2008;114,445
DEU;Allemagne;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2008;7,193
DEU;Allemagne;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2008;54,935
DEU;Allemagne;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2008;101,06
DEU;Allemagne;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2008;2,918
DEU;Allemagne;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2008;19,868
DEU;Allemagne;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2008;1,351
DEU;Allemagne;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2008;0,342
DEU;Allemagne;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2008;4,527
DEU;Allemagne;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2008;1,122
DEU;Allemagne;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2008;52,114
DEU;Allemagne;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2008;42,538
DEU;Allemagne;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2008;1,587
DEU;Allemagne;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2008;47,64
DEU;Allemagne;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2008;48,636
DEU;Allemagne;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2008;6,729
DEU;Allemagne;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2008;2,527
DEU;Allemagne;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2008;25,005
DEU;Allemagne;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2008;0,119
DEU;Allemagne;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2008;1,928
DEU;Allemagne;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2008;7,339
DEU;Allemagne;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2008;9,127
DEU;Allemagne;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2008;3,607
DEU;Allemagne;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2008;0,761
DEU;Allemagne;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2008;9,239
DEU;Allemagne;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2008;0,79
DEU;Allemagne;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2008;236,592
DEU;Allemagne;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2008;19,207
DEU;Allemagne;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2008;0,452
DEU;Allemagne;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2008;0,916
DEU;Allemagne;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2008;478,68
DEU;Allemagne;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2008;10,249
DEU;Allemagne;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2008;0,682
DEU;Allemagne;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2008;2,572
DEU;Allemagne;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2008;5,385
DEU;Allemagne;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2008;0,936
DEU;Allemagne;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2008;44,472
DEU;Allemagne;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2008;5,573
DEU;Allemagne;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2008;0,177
DEU;Allemagne;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2008;65,016
DEU;Allemagne;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2008;28,421
DEU;Allemagne;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2008;64,268
DEU;Allemagne;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2008;5,273
DEU;Allemagne;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2008;12,922
DEU;Allemagne;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2008;2,137
DEU;Allemagne;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2008;23,973
DEU;Allemagne;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2008;0,645
DEU;Allemagne;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2008;1,87
DEU;Allemagne;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2008;0,141
DEU;Allemagne;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2008;8,748
DEU;Allemagne;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2008;0,063
DEU;Allemagne;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2008;1,236
DEU;Allemagne;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2008;5,152
DEU;Allemagne;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2008;0,272
DEU;Allemagne;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2008;0,989
DEU;Allemagne;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2008;4,455
DEU;Allemagne;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2008;39,371
DEU;Allemagne;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2008;70,254
DEU;Allemagne;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2008;1,079
DEU;Allemagne;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2008;7,637
DEU;Allemagne;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2008;12,851
DEU;Allemagne;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2008;21,25
DEU;Allemagne;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2009;0
DEU;Allemagne;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2009;22,193
DEU;Allemagne;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2009;14,392
DEU;Allemagne;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2009;7,678
DEU;Allemagne;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2009;1,081
DEU;Allemagne;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2009;67,894
DEU;Allemagne;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2009;41,518
DEU;Allemagne;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2009;4,242
DEU;Allemagne;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2009;5,498
DEU;Allemagne;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2009;0,314
DEU;Allemagne;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2009;1,113
DEU;Allemagne;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2009;0,069
DEU;Allemagne;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2009;1,333
DEU;Allemagne;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2009;8,938
DEU;Allemagne;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2009;0,188
DEU;Allemagne;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2009;2,033
DEU;Allemagne;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2009;0,647
DEU;Allemagne;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2009;25,829
DEU;Allemagne;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2009;1,647
DEU;Allemagne;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2009;14,15
DEU;Allemagne;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2009;5,552
DEU;Allemagne;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2009;68,051
DEU;Allemagne;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2009;29,095
DEU;Allemagne;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2009;69,122
DEU;Allemagne;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2009;0,204
DEU;Allemagne;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2009;6,295
DEU;Allemagne;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2009;41,366
DEU;Allemagne;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2009;0,718
DEU;Allemagne;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2009;5,354
DEU;Allemagne;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2009;3,08
DEU;Allemagne;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2009;0,821
DEU;Allemagne;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2009;10,508
DEU;Allemagne;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2009;506,627
DEU;Allemagne;GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.6 - Loisirs, culture et culte n.c.a.;Loisirs, culture et culte n.c.a.;2009;0,778
DEU;Allemagne;GF0406;04 - Affaires economiques;Affaires economiques;04.6 - Communications;Communications;2009;0,568
DEU;Allemagne;GF1009;10 - Protection sociale;Protection sociale;10.9 - Protection sociale n.c.a.;Protection sociale n.c.a.;2009;19,752
DEU;Allemagne;GF1002;10 - Protection sociale;Protection sociale;10.2 - Vieillesse;Vieillesse;2009;243,375
DEU;Allemagne;GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.3 - Alimentation en eau;Alimentation en eau;2009;0,716
DEU;Allemagne;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.2 - Services culturels;Services culturels;2009;9,721
DEU;Allemagne;GF0704;07 - Sante;Sante;07.4 - Services de sante publique;Services de sante publique;2009;1,203
DEU;Allemagne;GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.1 - Logements;Logements;2009;7,568
DEU;Allemagne;GF0408;04 - Affaires economiques;Affaires economiques;04.8 - R-D concernant les affaires economiques;RetD concernant les affaires economiques;2009;5,29
DEU;Allemagne;GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.2 - Aide economique exterieure;Aide economique exterieure;2009;7,351
DEU;Allemagne;GF0503;05 - Protection de l environnement;Protection de l environnement;05.3 - Lutte contre la pollution;Lutte contre la pollution;2009;2,863
DEU;Allemagne;GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.3 - Services generaux;Services generaux;2009;26,213
DEU;Allemagne;GF0202;02 - Defense;Defense;02.2 - Defense civile;Defense civile;2009;0,162
DEU;Allemagne;GF0304;03 - Ordre et securite publics;Ordre et securite publics;03.4 - Administration penitentiaire;Administration penitentiaire;2009;2,655
DEU;Allemagne;GF1003;10 - Protection sociale;Protection sociale;10.3 - Survivants;Survivants;2009;49,639
DEU;Allemagne;GF0404;04 - Affaires economiques;Affaires economiques;04.4 - Industries extractives et manufacturieres, construction;Industries extractives et manufacturieres, construction;2009;6,614
DEU;Allemagne;GF0702;07 - Sante;Sante;07.2 - Services ambulatoires;Services ambulatoires;2009;50,382
DEU;Allemagne;GF0705;07 - Sante;Sante;07.5 - R-D dans le domaine de la sante;RetD dans le domaine de la sante;2009;1,761
DEU;Allemagne;GF0902;09 - Enseignement;Enseignement;09.2 - Enseignement secondaire;Enseignement secondaire;2009;41,764
DEU;Allemagne;GF0405;04 - Affaires economiques;Affaires economiques;04.5 - Transports;Transports;2009;52,962
DEU;Allemagne;GF0506;05 - Protection de l environnement;Protection de l environnement;05.6 - Protection de l environnement n.c.a.;Protection de l'environnement n.c.a.;2009;1,181
DEU;Allemagne;GF0906;09 - Enseignement;Enseignement;09.6 - Services annexes a l enseignement;Services annexes a l'enseignement;2009;8,868
DEU;Allemagne;GF0205;02 - Defense;Defense;02.5 - Defense n.c.a.;Defense n.c.a.;2009;0,339
DEU;Allemagne;GF0908;09 - Enseignement;Enseignement;09.8 - Enseignement n.c.a.;Enseignement n.c.a.;2009;1,371
DEU;Allemagne;GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.4 - Recherche fondamentale;Recherche fondamentale;2009;21,771
DEU;Allemagne;GF0905;09 - Enseignement;Enseignement;09.5 - Enseignement non defini par niveau;Enseignement non defini par niveau;2009;2,909
DEU;Allemagne;GF1005;10 - Protection sociale;Protection sociale;10.5 - Chomage;Chomage;2009;64,783
DEU;Allemagne;GF09;09 - Enseignement;Enseignement;09 - Enseignement;Enseignement;2009;106,73
DEU;Allemagne;GF1007;10 - Protection sociale;Protection sociale;10.7 - Exclusion sociale n.c.a.;Exclusion sociale n.c.a.;2009;7,153
DEU;Allemagne;GF04;04 - Affaires economiques;Affaires economiques;04 - Affaires economiques;Affaires economiques;2009;124,101
DEU;Allemagne;GF0501;05 - Protection de l environnement;Protection de l environnement;05.1 - Gestion des dechets;Gestion des dechets;2009;4,316
DEU;Allemagne;GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;06 - Logements et equipements collectifs;Logement et developpement collectif;2009;16,389
DEU;Allemagne;GF03;03 - Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;Ordre et securite publics;2009;39,344
DEU;Allemagne;GF07;07 - Sante;Sante;07 - Sante;Sante;2009;174,565
DEU;Allemagne;GF0502;05 - Protection de l environnement;Protection de l environnement;05.2 - Gestion des eaux usees;Gestion des eaux usees;2009;3,887
DEU;Allemagne;GF1004;10 - Protection sociale;Protection sociale;10.4 - Famille et enfants;Famille et enfants;2009;40,356
DEU;Allemagne;GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;2009;167,989
DEU;Allemagne;GF0901;09 - Enseignement;Enseignement;09.1 - Enseignement preelementaire et primaire;Enseignement preelementaire et primaire;2009;27,631
DEU;Allemagne;GF0706;07 - Sante;Sante;07.6 - Sante n.c.a.;Sante n.c.a.;2009;11,65
DEU;Allemagne;GF0401;04 - Affaires economiques;Affaires economiques;04.1 - Tutelle de l economie generale, des echanges et de l emploi;Tutelle de l'economie generale, des echanges et de l'emploi;2009;28,384
DEU;Allemagne;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2009;23,134
DEU;Allemagne;GF0301;03 - Ordre et securite publics;Ordre et securite publics;03.1 - Services de police;Services de police;2009;18,623
DEU;Allemagne;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2009;1,79
DEU;Allemagne;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2009;0,027
DEU;Allemagne;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2009;1,082
DEU;Allemagne;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2009;12,378
DEU;Allemagne;GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;Transferts de caractere general entre administrations publiques;2010;0
DEU;Allemagne;GF0407;04 - Affaires economiques;Affaires economiques;04.7 - Autres branches d activite;Autres branches d'activite;2010;4
DEU;Allemagne;GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.7 - Operations concernant la dette publique;Operations concernant la dette publique;2010;66,405
DEU;Allemagne;GF0701;07 - Sante;Sante;07.1 - Produits, appareils et materiels medicaux;Produits, appareils et materiels medicaux;2010;41,884
DEU;Allemagne;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.1 - Services recreatifs et sportifs;Services recreatifs et sportifs;2010;8,077
DEU;Allemagne;GF0204;02 - Defense;Defense;02.4 - R-D concernant la defense;R et D concernant la defense;2010;1,213
DEU;Allemagne;GF0904;09 - Enseignement;Enseignement;09.4 - Enseignement superieur;Enseignement superieur;2010;23,42
DEU;Allemagne;GF0403;04 - Affaires economiques;Affaires economiques;04.3 - Combustibles et energie;Combustibles et energie;2010;13,539
DEU;Allemagne;GF0303;03 - Ordre et securite publics;Ordre et securite publics;03.3 - Tribunaux;Tribunaux;2010;10,635
DEU;Allemagne;GF10;10 - Protection sociale;Protection sociale;10 - Protection sociale;Securite sociale et oeuvres sociales;2010;513,84
DEU;Allemagne;GF0505;05 - Protection de l environnement;Protection de l environnement;05.5 - R-D dans le domaine de la protection de l environnement;RetD dans le domaine de la protection de l'environnement;2010;0,886
DEU;Allemagne;GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.6 - Services generaux des administrations publiques n.c.a.;Services generaux des administrations publiques n.c.a.;2010;3,332
DEU;Allemagne;GF0402;04 - Affaires economiques;Affaires economiques;04.2 - Agriculture, sylviculture, peche et chasse;Agriculture, sylviculture, peche et chasse;2010;5,544
DEU;Allemagne;GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.4 - eclairage public;Eclairage public;2010;0,649
DEU;Allemagne;GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;2010;44,482
DEU;Allemagne;GF0409;04 - Affaires economiques;Affaires economiques;04.9 - Affaires economiques n.c.a.;Affaires economiques n.c.a.;2010;7,36
DEU;Allemagne;GF0907;09 - Enseignement;Enseignement;09.7 - R-D dans le domaine de l enseignement;RetD dans le domaine de l'enseignement;2010;0,218
DEU;Allemagne;GF1001;10 - Protection sociale;Protection sociale;10.1 - Maladie et invalidite;Maladie et invalidite;2010;72,602
DEU;Allemagne;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;08 - Loisirs, culture et culte;Loisirs, culture et cultes;2010;29,591
DEU;Allemagne;GF0703;07 - Sante;Sante;07.3 - Services hospitaliers;Services hospitaliers;2010;70,681
DEU;Allemagne;GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.2 - equipements collectifs;Equipements collectifs;2010;5,702
DEU;Allemagne;GF05;05 - Protection de l environnement;Protection de l environnement;05 - Protection de l environnement;Protection de l'environnement;2010;14,048
DEU;Allemagne;GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.6 - Logement et equipements collectifs n.c.a.;Logement et equipements collectifs n.c.a.;2010;1,669
DEU;Allemagne;GF02;02 - Defense;Defense;02 - Defense;Defense nationale;2010;26,771
DEU;Allemagne;GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.4 - Culte et autres services communautaires;Culte et autres services communautaires;2010;0,672
DEU;Allemagne;GF0306;03 - Ordre et securite publics;Ordre et securite publics;03.6 - Ordre et securite publics n.c.a.;Ordre et securite publics n.c.a.;2010;2,003
DEU;Allemagne;GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;2010;0,182
DEU;Allemagne;GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.3 - Services de radiodiffusion, de television et d edition;Services de radiodiffusion, de television et d'edition;2010;8,873
DEU;Allemagne;GF1008;10 - Protection sociale;Protection sociale;10.8 - R-D dans le domaine de la protection sociale;RetD dans le domaine de la protection sociale;2010;0,077
DEU;Allemagne;GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;RetD dans le domaine des loisirs, de la culture et du culte;2010;1,401
DEU;Allemagne;GF0302;03 - Ordre et securite publics;Ordre et securite publics;03.2 - Services de protection civile;Services de protection civile;2010;5,627
DEU;Allemagne;GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;2010;0,332
DEU;Allemagne;GF0203;02 - Defense;Defense;02.3 - Aide militaire a des pays etrangers;Aide militaire a des pays etrangers;2010;1,258
DEU;Allemagne;GF1006;10 - Protection sociale;Protection sociale;10.6 - Logement;Logement;2010;12,524
DEU;Allemagne;GF0504;05 - Protection de l environnement;Protection de l environnement;05.4 - Preservation de la diversite biologique et protection de la nature;Preservation de la diversite biologique et protection de la nature;2010;1,084
DEU;Allemagne;GF0305;03 - Ordre et securite publics;Ordre et securite publics;03.5 - R-D concernant l ordre et la securite publics;RetD concernant l'ordre et la securite publics;2010;0,025
DEU;Allemagne;GF0903;09 - Enseignement;Enseignement;09.3 - Enseignement postsecondaire non superieur;Enseignement postsecondaire non superieur;2010;1,884
DEU;Allemagne;GF0201;02 - Defense;Defense;02.1 - Defense militaire;Defense militaire;2010;23,809
