cde_operation;operation;cde_depense;depense_cat;depense_cat_courte;depense_courte;depense;annee;montant;cde_pays;pays
D62;Prestations sociales autres que transferts sociaux en nature;GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2019;1,39;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2019;2,344;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2019;465,612;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2019;40,933;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2019;296,375;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2019;35,005;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2019;30,395;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2019;38,109;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2019;1,072;FRA;France
D62;Prestations sociales autres que transferts sociaux en nature;GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2019;23,724;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF07;07 - Sante;Sante;Sante;07 - Sante;2019;106,547;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;2019;34,641;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0702;07 - Sante;Sante;Services ambulatoires;07.2 - Services ambulatoires;2019;71,891;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2019;0,015;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2019;0,004;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2019;0,001;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2019;0,003;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2019;3,246;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2019;0;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2019;0,001;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2019;0;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2019;0,003;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2019;1,847;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2019;1,395;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2019;39,785;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2019;2,499;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2019;9,786;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2019;9,052;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2019;0,919;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2019;15,989;FRA;France
D632;Transferts sociaux en nature – production marchande achetee;GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2019;1,54;FRA;France
D7;Autres transferts courants (*);GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2019;28,512;FRA;France
D7;Autres transferts courants (*);GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2019;22,688;FRA;France
D7;Autres transferts courants (*);GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2019;3,257;FRA;France
D7;Autres transferts courants (*);GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2019;2,042;FRA;France
D7;Autres transferts courants (*);GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2019;0,435;FRA;France
D7;Autres transferts courants (*);GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2019;0;FRA;France
D7;Autres transferts courants (*);GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2019;0,09;FRA;France
D7;Autres transferts courants (*);GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Operations concernant la dette publique;01.7 - Operations concernant la dette publique;2019;0;FRA;France
D7;Autres transferts courants (*);GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;2019;0;FRA;France
D7;Autres transferts courants (*);GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2019;1,124;FRA;France
D7;Autres transferts courants (*);GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2019;0,278;FRA;France
D7;Autres transferts courants (*);GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2019;0,006;FRA;France
D7;Autres transferts courants (*);GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2019;0,748;FRA;France
D7;Autres transferts courants (*);GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2019;0,003;FRA;France
D7;Autres transferts courants (*);GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2019;0,089;FRA;France
D7;Autres transferts courants (*);GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2019;1,176;FRA;France
D7;Autres transferts courants (*);GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2019;0,162;FRA;France
D7;Autres transferts courants (*);GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2019;0,082;FRA;France
D7;Autres transferts courants (*);GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2019;0,782;FRA;France
D7;Autres transferts courants (*);GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2019;0,064;FRA;France
D7;Autres transferts courants (*);GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2019;0;FRA;France
D7;Autres transferts courants (*);GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2019;0,088;FRA;France
D7;Autres transferts courants (*);GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2019;4,069;FRA;France
D7;Autres transferts courants (*);GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2019;0,853;FRA;France
D7;Autres transferts courants (*);GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2019;0,336;FRA;France
D7;Autres transferts courants (*);GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2019;0,096;FRA;France
D7;Autres transferts courants (*);GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2019;0,004;FRA;France
D7;Autres transferts courants (*);GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2019;0,38;FRA;France
D7;Autres transferts courants (*);GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2019;0,039;FRA;France
D7;Autres transferts courants (*);GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2019;0,431;FRA;France
D7;Autres transferts courants (*);GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2019;1,824;FRA;France
D7;Autres transferts courants (*);GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2019;0,107;FRA;France
D7;Autres transferts courants (*);GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2019;0,584;FRA;France
D7;Autres transferts courants (*);GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2019;0,287;FRA;France
D7;Autres transferts courants (*);GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2019;0,151;FRA;France
D7;Autres transferts courants (*);GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2019;0,046;FRA;France
D7;Autres transferts courants (*);GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2019;0,072;FRA;France
D7;Autres transferts courants (*);GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2019;0,004;FRA;France
D7;Autres transferts courants (*);GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2019;0,025;FRA;France
D7;Autres transferts courants (*);GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2019;0,35;FRA;France
D7;Autres transferts courants (*);GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2019;0,028;FRA;France
D7;Autres transferts courants (*);GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2019;0,196;FRA;France
D7;Autres transferts courants (*);GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2019;0,123;FRA;France
D7;Autres transferts courants (*);GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2019;0,001;FRA;France
D7;Autres transferts courants (*);GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;2019;0;FRA;France
D7;Autres transferts courants (*);GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2019;0,003;FRA;France
D7;Autres transferts courants (*);GF07;07 - Sante;Sante;Sante;07 - Sante;2019;2,079;FRA;France
D7;Autres transferts courants (*);GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;2019;0;FRA;France
D7;Autres transferts courants (*);GF0702;07 - Sante;Sante;Services ambulatoires;07.2 - Services ambulatoires;2019;0;FRA;France
D7;Autres transferts courants (*);GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2019;0,821;FRA;France
D7;Autres transferts courants (*);GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2019;1,11;FRA;France
D7;Autres transferts courants (*);GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2019;0,117;FRA;France
D7;Autres transferts courants (*);GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2019;0,031;FRA;France
D7;Autres transferts courants (*);GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2019;3,648;FRA;France
D7;Autres transferts courants (*);GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2019;1,753;FRA;France
D7;Autres transferts courants (*);GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2019;1,581;FRA;France
D7;Autres transferts courants (*);GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2019;0,034;FRA;France
D7;Autres transferts courants (*);GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2019;0,264;FRA;France
D7;Autres transferts courants (*);GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;RetD dans le domaine des loisirs, de la culture et du culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;2019;0;FRA;France
D7;Autres transferts courants (*);GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2019;0,017;FRA;France
D7;Autres transferts courants (*);GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2019;4,889;FRA;France
D7;Autres transferts courants (*);GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2019;0,585;FRA;France
D7;Autres transferts courants (*);GF0902;09 - Enseignement;Enseignement;Enseignement secondaire;09.2 - Enseignement secondaire;2019;1,379;FRA;France
D7;Autres transferts courants (*);GF0903;09 - Enseignement;Enseignement;Enseignement postsecondaire non superieur;09.3 - Enseignement postsecondaire non superieur;2019;0,005;FRA;France
D7;Autres transferts courants (*);GF0904;09 - Enseignement;Enseignement;Enseignement superieur;09.4 - Enseignement superieur;2019;0,51;FRA;France
D7;Autres transferts courants (*);GF0905;09 - Enseignement;Enseignement;Enseignement non defini par niveau;09.5 - Enseignement non defini par niveau;2019;0,823;FRA;France
D7;Autres transferts courants (*);GF0906;09 - Enseignement;Enseignement;Services annexes a l enseignement;09.6 - Services annexes a l'enseignement;2019;1,46;FRA;France
D7;Autres transferts courants (*);GF0907;09 - Enseignement;Enseignement;RetD dans le domaine de l enseignement;09.7 - R-D dans le domaine de l'enseignement;2019;0;FRA;France
D7;Autres transferts courants (*);GF0908;09 - Enseignement;Enseignement;Enseignement n.c.a.;09.8 - Enseignement n.c.a.;2019;0,128;FRA;France
D7;Autres transferts courants (*);GF10;10 - Protection sociale;Protection sociale;Securite sociale et oeuvres sociales;10 - Protection sociale;2019;30,499;FRA;France
D7;Autres transferts courants (*);GF1001;10 - Protection sociale;Protection sociale;Maladie et invalidite;10.1 - Maladie et invalidite;2019;17,994;FRA;France
D7;Autres transferts courants (*);GF1002;10 - Protection sociale;Protection sociale;Vieillesse;10.2 - Vieillesse;2019;1,865;FRA;France
D7;Autres transferts courants (*);GF1003;10 - Protection sociale;Protection sociale;Survivants;10.3 - Survivants;2019;0,115;FRA;France
D7;Autres transferts courants (*);GF1004;10 - Protection sociale;Protection sociale;Famille et enfants;10.4 - Famille et enfants;2019;6,514;FRA;France
D7;Autres transferts courants (*);GF1005;10 - Protection sociale;Protection sociale;Chomage;10.5 - Chomage;2019;0,27;FRA;France
D7;Autres transferts courants (*);GF1006;10 - Protection sociale;Protection sociale;Logement;10.6 - Logement;2019;2,279;FRA;France
D7;Autres transferts courants (*);GF1007;10 - Protection sociale;Protection sociale;Exclusion sociale n.c.a.;10.7 - Exclusion sociale n.c.a.;2019;1,055;FRA;France
D7;Autres transferts courants (*);GF1008;10 - Protection sociale;Protection sociale;RetD dans le domaine de la protection sociale;10.8 - R-D dans le domaine de la protection sociale;2019;0;FRA;France
D7;Autres transferts courants (*);GF1009;10 - Protection sociale;Protection sociale;Protection sociale n.c.a.;10.9 - Protection sociale n.c.a.;2019;0,408;FRA;France
D9;Transferts en capital (*);GF01;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques;01 - Services generaux des administrations publiques;2019;4,414;FRA;France
D9;Transferts en capital (*);GF0101;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Organes executifs et legislatifs, affaires finan., fiscales et etrangeres;01.1 - Fonctionnement des organes executifs et legislatifs, affaires financieres et fiscales, affaires etrangeres;2019;1,812;FRA;France
D9;Transferts en capital (*);GF0102;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Aide economique exterieure;01.2 - Aide economique exterieure;2019;2,151;FRA;France
D9;Transferts en capital (*);GF0103;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux;01.3 - Services generaux;2019;0,398;FRA;France
D9;Transferts en capital (*);GF0104;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Recherche fondamentale;01.4 - Recherche fondamentale;2019;0,039;FRA;France
D9;Transferts en capital (*);GF0105;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;RetD concernant des services generaux des administrations publiques;01.5 - R & D concernant les services generaux des administrations publiques;2019;0;FRA;France
D9;Transferts en capital (*);GF0106;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Services generaux des administrations publiques n.c.a.;01.6 - Services generaux des administrations publiques n.c.a.;2019;0,015;FRA;France
D9;Transferts en capital (*);GF0107;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Operations concernant la dette publique;01.7 - Operations concernant la dette publique;2019;0;FRA;France
D9;Transferts en capital (*);GF0108;01 - Services generaux des administrations publiques;Services generaux des administrations publiques;Transferts de caractere general entre administrations publiques;01.8 - Transferts de caractere general entre administrations publiques;2019;0;FRA;France
D9;Transferts en capital (*);GF02;02 - Defense;Defense;Defense nationale;02 - Defense;2019;0,019;FRA;France
D9;Transferts en capital (*);GF0201;02 - Defense;Defense;Defense militaire;02.1 - Defense militaire;2019;0,012;FRA;France
D9;Transferts en capital (*);GF0202;02 - Defense;Defense;Defense civile;02.2 - Defense civile;2019;0;FRA;France
D9;Transferts en capital (*);GF0203;02 - Defense;Defense;Aide militaire a des pays etrangers;02.3 - Aide militaire a des pays etrangers;2019;0;FRA;France
D9;Transferts en capital (*);GF0204;02 - Defense;Defense;R et D concernant la defense;02.4 - R-D concernant la defense;2019;0,001;FRA;France
D9;Transferts en capital (*);GF0205;02 - Defense;Defense;Defense n.c.a.;02.5 - Defense n.c.a.;2019;0,006;FRA;France
D9;Transferts en capital (*);GF03;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics;03 - Ordre et securite publics;2019;0,023;FRA;France
D9;Transferts en capital (*);GF0301;03 - Ordre et securite publics;Ordre et securite publics;Services de police;03.1 - Services de police;2019;0,009;FRA;France
D9;Transferts en capital (*);GF0302;03 - Ordre et securite publics;Ordre et securite publics;Services de protection civile;03.2 - Services de protection civile;2019;0,013;FRA;France
D9;Transferts en capital (*);GF0303;03 - Ordre et securite publics;Ordre et securite publics;Tribunaux;03.3 - Tribunaux;2019;0;FRA;France
D9;Transferts en capital (*);GF0304;03 - Ordre et securite publics;Ordre et securite publics;Administration penitentiaire;03.4 - Administration penitentiaire;2019;0;FRA;France
D9;Transferts en capital (*);GF0305;03 - Ordre et securite publics;Ordre et securite publics;RetD concernant l ordre et la securite publics;03.5 - R-D concernant l'ordre et la securite publics;2019;0;FRA;France
D9;Transferts en capital (*);GF0306;03 - Ordre et securite publics;Ordre et securite publics;Ordre et securite publics n.c.a.;03.6 - Ordre et securite publics n.c.a.;2019;0,001;FRA;France
D9;Transferts en capital (*);GF04;04 - Affaires economiques;Affaires economiques;Affaires economiques;04 - Affaires economiques;2019;15,078;FRA;France
D9;Transferts en capital (*);GF0401;04 - Affaires economiques;Affaires economiques;Tutelle de l economie generale, des echanges et de l emploi;04.1 - Tutelle de l'economie generale, des echanges et de l'emploi;2019;9,306;FRA;France
D9;Transferts en capital (*);GF0402;04 - Affaires economiques;Affaires economiques;Agriculture, sylviculture, peche et chasse;04.2 - Agriculture, sylviculture, peche et chasse;2019;0,447;FRA;France
D9;Transferts en capital (*);GF0403;04 - Affaires economiques;Affaires economiques;Combustibles et energie;04.3 - Combustibles et energie;2019;0,353;FRA;France
D9;Transferts en capital (*);GF0404;04 - Affaires economiques;Affaires economiques;Industries extractives et manufacturieres, construction;04.4 - Industries extractives et manufacturieres, construction;2019;0,001;FRA;France
D9;Transferts en capital (*);GF0405;04 - Affaires economiques;Affaires economiques;Transports;04.5 - Transports;2019;3,469;FRA;France
D9;Transferts en capital (*);GF0406;04 - Affaires economiques;Affaires economiques;Communications;04.6 - Communications;2019;0,095;FRA;France
D9;Transferts en capital (*);GF0407;04 - Affaires economiques;Affaires economiques;Autres branches d activite;04.7 - Autres branches d'activite;2019;0,516;FRA;France
D9;Transferts en capital (*);GF0408;04 - Affaires economiques;Affaires economiques;RetD concernant les affaires economiques;04.8 - R-D concernant les affaires economiques;2019;0,867;FRA;France
D9;Transferts en capital (*);GF0409;04 - Affaires economiques;Affaires economiques;Affaires economiques n.c.a.;04.9 - Affaires economiques n.c.a.;2019;0,024;FRA;France
D9;Transferts en capital (*);GF05;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement;05 - Protection de l'environnement;2019;0,664;FRA;France
D9;Transferts en capital (*);GF0501;05 - Protection de l environnement;Protection de l environnement;Gestion des dechets;05.1 - Gestion des dechets;2019;0,068;FRA;France
D9;Transferts en capital (*);GF0502;05 - Protection de l environnement;Protection de l environnement;Gestion des eaux usees;05.2 - Gestion des eaux usees;2019;0,056;FRA;France
D9;Transferts en capital (*);GF0503;05 - Protection de l environnement;Protection de l environnement;Lutte contre la pollution;05.3 - Lutte contre la pollution;2019;0,461;FRA;France
D9;Transferts en capital (*);GF0504;05 - Protection de l environnement;Protection de l environnement;Preservation de la diversite biologique et protection de la nature;05.4 - Preservation de la diversite biologique et protection de la nature;2019;0,032;FRA;France
D9;Transferts en capital (*);GF0505;05 - Protection de l environnement;Protection de l environnement;RetD dans le domaine de la protection de l environnement;05.5 - R-D dans le domaine de la protection de l'environnement;2019;0,034;FRA;France
D9;Transferts en capital (*);GF0506;05 - Protection de l environnement;Protection de l environnement;Protection de l environnement n.c.a.;05.6 - Protection de l'environnement n.c.a.;2019;0,013;FRA;France
D9;Transferts en capital (*);GF06;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et developpement collectif;06 - Logements et equipements collectifs;2019;4,036;FRA;France
D9;Transferts en capital (*);GF0601;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logements;06.1 - Logements;2019;3,45;FRA;France
D9;Transferts en capital (*);GF0602;06 - Logements et equipements collectifs;Logements et equipements collectifs;equipements collectifs;06.2 - Equipements collectifs;2019;0,509;FRA;France
D9;Transferts en capital (*);GF0603;06 - Logements et equipements collectifs;Logements et equipements collectifs;Alimentation en eau;06.3 - Alimentation en eau;2019;0,041;FRA;France
D9;Transferts en capital (*);GF0604;06 - Logements et equipements collectifs;Logements et equipements collectifs;eclairage public;06.4 - Eclairage public;2019;0,002;FRA;France
D9;Transferts en capital (*);GF0605;06 - Logements et equipements collectifs;Logements et equipements collectifs;RetD dans le domaine du logement et des equipements collectifs;06.5 - R-D dans le domaine du logement et des equipements collectifs;2019;0;FRA;France
D9;Transferts en capital (*);GF0606;06 - Logements et equipements collectifs;Logements et equipements collectifs;Logement et equipements collectifs n.c.a.;06.6 - Logement et equipements collectifs n.c.a.;2019;0,034;FRA;France
D9;Transferts en capital (*);GF07;07 - Sante;Sante;Sante;07 - Sante;2019;0,789;FRA;France
D9;Transferts en capital (*);GF0701;07 - Sante;Sante;Produits, appareils et materiels medicaux;07.1 - Produits, appareils et materiels medicaux;2019;0;FRA;France
D9;Transferts en capital (*);GF0702;07 - Sante;Sante;Services ambulatoires;07.2 - Services ambulatoires;2019;0;FRA;France
D9;Transferts en capital (*);GF0703;07 - Sante;Sante;Services hospitaliers;07.3 - Services hospitaliers;2019;0,693;FRA;France
D9;Transferts en capital (*);GF0704;07 - Sante;Sante;Services de sante publique;07.4 - Services de sante publique;2019;0,023;FRA;France
D9;Transferts en capital (*);GF0705;07 - Sante;Sante;RetD dans le domaine de la sante;07.5 - R-D dans le domaine de la sante;2019;0,005;FRA;France
D9;Transferts en capital (*);GF0706;07 - Sante;Sante;Sante n.c.a.;07.6 - Sante n.c.a.;2019;0,067;FRA;France
D9;Transferts en capital (*);GF08;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et cultes;08 - Loisirs, culture et culte;2019;0,355;FRA;France
D9;Transferts en capital (*);GF0801;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services recreatifs et sportifs;08.1 - Services recreatifs et sportifs;2019;0,092;FRA;France
D9;Transferts en capital (*);GF0802;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services culturels;08.2 - Services culturels;2019;0,248;FRA;France
D9;Transferts en capital (*);GF0803;08 - Loisirs, culture et culte;Loisirs, culture et culte;Services de radiodiffusion, de television et d edition;08.3 - Services de radiodiffusion, de television et d'edition;2019;0,01;FRA;France
D9;Transferts en capital (*);GF0804;08 - Loisirs, culture et culte;Loisirs, culture et culte;Culte et autres services communautaires;08.4 - Culte et autres services communautaires;2019;0,005;FRA;France
D9;Transferts en capital (*);GF0805;08 - Loisirs, culture et culte;Loisirs, culture et culte;RetD dans le domaine des loisirs, de la culture et du culte;08.5 - R-D dans le domaine des loisirs, de la culture et du culte;2019;0;FRA;France
D9;Transferts en capital (*);GF0806;08 - Loisirs, culture et culte;Loisirs, culture et culte;Loisirs, culture et culte n.c.a.;08.6 - Loisirs, culture et culte n.c.a.;2019;0;FRA;France
D9;Transferts en capital (*);GF09;09 - Enseignement;Enseignement;Enseignement;09 - Enseignement;2019;0,634;FRA;France
D9;Transferts en capital (*);GF0901;09 - Enseignement;Enseignement;Enseignement preelementaire et primaire;09.1 - Enseignement preelementaire et primaire;2019;0,011;FRA;France
